"","tool","run","parameter","moment","value"
"4760","nm7","154","SIGMA1.1","prse",NA
"4761","nm7","154","THETA1","estimate","7.29461"
"4762","nm7","154","THETA1","prse",NA
"4763","nm7","154","THETA2","estimate","21.9503"
"4764","nm7","154","THETA2","prse",NA
"4765","nm7","154","THETA3","estimate","0.0771017"
"4766","nm7","154","THETA3","prse",NA
"4767","nm7","154","THETA4","estimate","4.16474"
"4768","nm7","154","THETA4","prse",NA
"4769","nm7","154","THETA5","estimate","84.6589"
"4770","nm7","154","THETA5","prse",NA
"4771","nm7","154","THETA6","estimate","1.2277"
"4772","nm7","154","THETA6","prse",NA
"4773","nm7","154","THETA7","estimate","1.97639"
"4774","nm7","154","THETA7","prse",NA
"4775","nm7","155","prob","text","155 phase1 2 CMT like 1004 but diff. initial on V3"
"4776","nm7","155","min","status","0"
"4777","nm7","155","ofv","estimate","2605.612534208"
"4778","nm7","155","OMEGA1.1","estimate","0.14659"
"4779","nm7","155","OMEGA1.1","prse",NA
"4780","nm7","155","OMEGA2.1","estimate","0"
"4781","nm7","155","OMEGA2.1","prse",NA
"4782","nm7","155","OMEGA2.2","estimate","0.123791"
"4783","nm7","155","OMEGA2.2","prse",NA
"4784","nm7","155","OMEGA3.1","estimate","0"
"4785","nm7","155","OMEGA3.1","prse",NA
"4786","nm7","155","OMEGA3.2","estimate","0"
"4787","nm7","155","OMEGA3.2","prse",NA
"4788","nm7","155","OMEGA3.3","estimate","0.0765761"
"4789","nm7","155","OMEGA3.3","prse",NA
"4790","nm7","155","SIGMA1.1","estimate","0.0711068"
"4791","nm7","155","SIGMA1.1","prse",NA
"4792","nm7","155","THETA1","estimate","8.49892"
"4793","nm7","155","THETA1","prse",NA
"4794","nm7","155","THETA2","estimate","23.7413"
"4795","nm7","155","THETA2","prse",NA
"4796","nm7","155","THETA3","estimate","0.0663554"
"4797","nm7","155","THETA3","prse",NA
"4798","nm7","155","THETA4","estimate","3.75785"
"4799","nm7","155","THETA4","prse",NA
"4800","nm7","155","THETA5","estimate","132.448"
"4801","nm7","155","THETA5","prse",NA
"4802","nm7","155","THETA6","estimate","0.931573"
"4803","nm7","155","THETA6","prse",NA
"4804","nm7","155","THETA7","estimate","2.11854"
"4805","nm7","155","THETA7","prse",NA
"4806","nm7","156","prob","text","156 phase1 2 CMT like 1004 but diff. initial on V3"
"4807","nm7","156","min","status","0"
"4808","nm7","156","ofv","estimate","2225.35898793222"
"4809","nm7","156","OMEGA1.1","estimate","0.163896"
"4810","nm7","156","OMEGA1.1","prse",NA
"4811","nm7","156","OMEGA2.1","estimate","0"
"4812","nm7","156","OMEGA2.1","prse",NA
"4813","nm7","156","OMEGA2.2","estimate","0.15681"
"4814","nm7","156","OMEGA2.2","prse",NA
"4815","nm7","156","OMEGA3.1","estimate","0"
"4816","nm7","156","OMEGA3.1","prse",NA
"4817","nm7","156","OMEGA3.2","estimate","0"
"4818","nm7","156","OMEGA3.2","prse",NA
"4819","nm7","156","OMEGA3.3","estimate","0.056597"
"4820","nm7","156","OMEGA3.3","prse",NA
"4821","nm7","156","SIGMA1.1","estimate","0.0707602"
"4822","nm7","156","SIGMA1.1","prse",NA
"4823","nm7","156","THETA1","estimate","8.94001"
"4824","nm7","156","THETA1","prse",NA
"4825","nm7","156","THETA2","estimate","20.1539"
"4826","nm7","156","THETA2","prse",NA
"4827","nm7","156","THETA3","estimate","0.0655243"
"4828","nm7","156","THETA3","prse",NA
"4829","nm7","156","THETA4","estimate","3.45615"
"4830","nm7","156","THETA4","prse",NA
"4831","nm7","156","THETA5","estimate","99.1813"
"4832","nm7","156","THETA5","prse",NA
"4833","nm7","156","THETA6","estimate","0.875594"
"4834","nm7","156","THETA6","prse",NA
"4835","nm7","156","THETA7","estimate","1.62412"
"4836","nm7","156","THETA7","prse",NA
"4837","nm7","157","prob","text","157 phase1 2 CMT like 1004 but diff. initial on V3"
"4838","nm7","157","min","status","0"
"4839","nm7","157","ofv","estimate","2300.94539675697"
"4840","nm7","157","OMEGA1.1","estimate","0.121259"
"4841","nm7","157","OMEGA1.1","prse",NA
"4842","nm7","157","OMEGA2.1","estimate","0"
"4843","nm7","157","OMEGA2.1","prse",NA
"4844","nm7","157","OMEGA2.2","estimate","0.1747"
"4845","nm7","157","OMEGA2.2","prse",NA
"4846","nm7","157","OMEGA3.1","estimate","0"
"4847","nm7","157","OMEGA3.1","prse",NA
"4848","nm7","157","OMEGA3.2","estimate","0"
"4849","nm7","157","OMEGA3.2","prse",NA
"4850","nm7","157","OMEGA3.3","estimate","0.133979"
"4851","nm7","157","OMEGA3.3","prse",NA
"4852","nm7","157","SIGMA1.1","estimate","0.0794321"
"4853","nm7","157","SIGMA1.1","prse",NA
"4854","nm7","157","THETA1","estimate","7.96128"
"4855","nm7","157","THETA1","prse",NA
"4856","nm7","157","THETA2","estimate","19.1142"
"4857","nm7","157","THETA2","prse",NA
"4858","nm7","157","THETA3","estimate","0.0647627"
"4859","nm7","157","THETA3","prse",NA
"4860","nm7","157","THETA4","estimate","3.69749"
"4861","nm7","157","THETA4","prse",NA
"4862","nm7","157","THETA5","estimate","99.5731"
"4863","nm7","157","THETA5","prse",NA
"4864","nm7","157","THETA6","estimate","0.864858"
"4865","nm7","157","THETA6","prse",NA
"4866","nm7","157","THETA7","estimate","2.25961"
"4867","nm7","157","THETA7","prse",NA
"4868","nm7","158","prob","text","158 phase1 2 CMT like 1004 but diff. initial on V3"
"4869","nm7","158","min","status","0"
"4870","nm7","158","ofv","estimate","2192.52039559442"
"4871","nm7","158","OMEGA1.1","estimate","0.133987"
"4872","nm7","158","OMEGA1.1","prse",NA
"4873","nm7","158","OMEGA2.1","estimate","0"
"4874","nm7","158","OMEGA2.1","prse",NA
"4875","nm7","158","OMEGA2.2","estimate","0.137162"
"4876","nm7","158","OMEGA2.2","prse",NA
"4877","nm7","158","OMEGA3.1","estimate","0"
"4878","nm7","158","OMEGA3.1","prse",NA
"4879","nm7","158","OMEGA3.2","estimate","0"
"4880","nm7","158","OMEGA3.2","prse",NA
"4881","nm7","158","OMEGA3.3","estimate","0.175822"
"4882","nm7","158","OMEGA3.3","prse",NA
"4883","nm7","158","SIGMA1.1","estimate","0.0717804"
"4884","nm7","158","SIGMA1.1","prse",NA
"4885","nm7","158","THETA1","estimate","8.27231"
"4886","nm7","158","THETA1","prse",NA
"4887","nm7","158","THETA2","estimate","18.7139"
"4888","nm7","158","THETA2","prse",NA
"4889","nm7","158","THETA3","estimate","0.0658088"
"4890","nm7","158","THETA3","prse",NA
"4891","nm7","158","THETA4","estimate","3.88003"
"4892","nm7","158","THETA4","prse",NA
"4893","nm7","158","THETA5","estimate","81.1191"
"4894","nm7","158","THETA5","prse",NA
"4895","nm7","158","THETA6","estimate","0.907717"
"4896","nm7","158","THETA6","prse",NA
"4897","nm7","158","THETA7","estimate","1.49716"
"4898","nm7","158","THETA7","prse",NA
"4899","nm7","159","prob","text","159 phase1 2 CMT like 1004 but diff. initial on V3"
"4900","nm7","159","min","status","0"
"4901","nm7","159","ofv","estimate","2367.16408384492"
"4902","nm7","159","OMEGA1.1","estimate","0.137794"
"4903","nm7","159","OMEGA1.1","prse",NA
"4904","nm7","159","OMEGA2.1","estimate","0"
"4905","nm7","159","OMEGA2.1","prse",NA
"4906","nm7","159","OMEGA2.2","estimate","0.136961"
"4907","nm7","159","OMEGA2.2","prse",NA
"4908","nm7","159","OMEGA3.1","estimate","0"
"4909","nm7","159","OMEGA3.1","prse",NA
"4910","nm7","159","OMEGA3.2","estimate","0"
"4911","nm7","159","OMEGA3.2","prse",NA
"4912","nm7","159","OMEGA3.3","estimate","0.166483"
"4913","nm7","159","OMEGA3.3","prse",NA
"4914","nm7","159","SIGMA1.1","estimate","0.0649332"
"4915","nm7","159","SIGMA1.1","prse",NA
"4916","nm7","159","THETA1","estimate","9.75423"
"4917","nm7","159","THETA1","prse",NA
"4918","nm7","159","THETA2","estimate","24.7198"
"4919","nm7","159","THETA2","prse",NA
"4920","nm7","159","THETA3","estimate","0.0773667"
"4921","nm7","159","THETA3","prse",NA
"4922","nm7","159","THETA4","estimate","4.99863"
"4923","nm7","159","THETA4","prse",NA
"4924","nm7","159","THETA5","estimate","100.812"
"4925","nm7","159","THETA5","prse",NA
"4926","nm7","159","THETA6","estimate","0.811888"
"4927","nm7","159","THETA6","prse",NA
"4928","nm7","159","THETA7","estimate","1.80932"
"4929","nm7","159","THETA7","prse",NA
"4930","nm7","160","prob","text","160 phase1 2 CMT like 1004 but diff. initial on V3"
"4931","nm7","160","min","status","0"
"4932","nm7","160","ofv","estimate","2317.94881135434"
"4933","nm7","160","OMEGA1.1","estimate","0.19285"
"4934","nm7","160","OMEGA1.1","prse",NA
"4935","nm7","160","OMEGA2.1","estimate","0"
"4936","nm7","160","OMEGA2.1","prse",NA
"4937","nm7","160","OMEGA2.2","estimate","0.096287"
"4938","nm7","160","OMEGA2.2","prse",NA
"4939","nm7","160","OMEGA3.1","estimate","0"
"4940","nm7","160","OMEGA3.1","prse",NA
"4941","nm7","160","OMEGA3.2","estimate","0"
"4942","nm7","160","OMEGA3.2","prse",NA
"4943","nm7","160","OMEGA3.3","estimate","0.106765"
"4944","nm7","160","OMEGA3.3","prse",NA
"4945","nm7","160","SIGMA1.1","estimate","0.0776022"
"4946","nm7","160","SIGMA1.1","prse",NA
"4947","nm7","160","THETA1","estimate","7.94566"
"4948","nm7","160","THETA1","prse",NA
"4949","nm7","160","THETA2","estimate","19.7867"
"4950","nm7","160","THETA2","prse",NA
"4951","nm7","160","THETA3","estimate","0.0674769"
"4952","nm7","160","THETA3","prse",NA
"4953","nm7","160","THETA4","estimate","4.15472"
"4954","nm7","160","THETA4","prse",NA
"4955","nm7","160","THETA5","estimate","105.897"
"4956","nm7","160","THETA5","prse",NA
"4957","nm7","160","THETA6","estimate","0.882267"
"4958","nm7","160","THETA6","prse",NA
"4959","nm7","160","THETA7","estimate","1.92917"
"4960","nm7","160","THETA7","prse",NA
"4961","nm7","161","prob","text","161 phase1 2 CMT like 1004 but diff. initial on V3"
"4962","nm7","161","min","status","0"
"4963","nm7","161","ofv","estimate","2345.1006584105"
"4964","nm7","161","OMEGA1.1","estimate","0.17567"
"4965","nm7","161","OMEGA1.1","prse",NA
"4966","nm7","161","OMEGA2.1","estimate","0"
"4967","nm7","161","OMEGA2.1","prse",NA
"4968","nm7","161","OMEGA2.2","estimate","0.118449"
"4969","nm7","161","OMEGA2.2","prse",NA
"4970","nm7","161","OMEGA3.1","estimate","0"
"4971","nm7","161","OMEGA3.1","prse",NA
"4972","nm7","161","OMEGA3.2","estimate","0"
"4973","nm7","161","OMEGA3.2","prse",NA
"4974","nm7","161","OMEGA3.3","estimate","0.082245"
"4975","nm7","161","OMEGA3.3","prse",NA
"4976","nm7","161","SIGMA1.1","estimate","0.0632174"
"4977","nm7","161","SIGMA1.1","prse",NA
"4978","nm7","161","THETA1","estimate","8.45699"
"4979","nm7","161","THETA1","prse",NA
"4980","nm7","161","THETA2","estimate","21.5509"
"4981","nm7","161","THETA2","prse",NA
"4982","nm7","161","THETA3","estimate","0.0701742"
"4983","nm7","161","THETA3","prse",NA
"4984","nm7","161","THETA4","estimate","3.56442"
"4985","nm7","161","THETA4","prse",NA
"4986","nm7","161","THETA5","estimate","117.661"
"4987","nm7","161","THETA5","prse",NA
"4988","nm7","161","THETA6","estimate","0.937046"
"4989","nm7","161","THETA6","prse",NA
"4990","nm7","161","THETA7","estimate","1.85971"
"4991","nm7","161","THETA7","prse",NA
"4992","nm7","162","prob","text","162 phase1 2 CMT like 1004 but diff. initial on V3"
"4993","nm7","162","min","status","0"
"4994","nm7","162","ofv","estimate","2536.73493736172"
"4995","nm7","162","OMEGA1.1","estimate","0.211675"
"4996","nm7","162","OMEGA1.1","prse",NA
"4997","nm7","162","OMEGA2.1","estimate","0"
"4998","nm7","162","OMEGA2.1","prse",NA
"4999","nm7","162","OMEGA2.2","estimate","0.124809"
"5000","nm7","162","OMEGA2.2","prse",NA
"5001","nm7","162","OMEGA3.1","estimate","0"
"5002","nm7","162","OMEGA3.1","prse",NA
"5003","nm7","162","OMEGA3.2","estimate","0"
"5004","nm7","162","OMEGA3.2","prse",NA
"5005","nm7","162","OMEGA3.3","estimate","0.0655811"
"5006","nm7","162","OMEGA3.3","prse",NA
"5007","nm7","162","SIGMA1.1","estimate","0.072576"
"5008","nm7","162","SIGMA1.1","prse",NA
"5009","nm7","162","THETA1","estimate","9.62811"
"5010","nm7","162","THETA1","prse",NA
"5011","nm7","162","THETA2","estimate","26.648"
"5012","nm7","162","THETA2","prse",NA
"5013","nm7","162","THETA3","estimate","0.0686331"
"5014","nm7","162","THETA3","prse",NA
"5015","nm7","162","THETA4","estimate","4.85455"
"5016","nm7","162","THETA4","prse",NA
"5017","nm7","162","THETA5","estimate","122.32"
"5018","nm7","162","THETA5","prse",NA
"5019","nm7","162","THETA6","estimate","0.942565"
"5020","nm7","162","THETA6","prse",NA
"5021","nm7","162","THETA7","estimate","2.09341"
"5022","nm7","162","THETA7","prse",NA
"5023","nm7","163","prob","text","163 phase1 2 CMT like 1004 but diff. initial on V3"
"5024","nm7","163","min","status","0"
"5025","nm7","163","ofv","estimate","2678.0654321383"
"5026","nm7","163","OMEGA1.1","estimate","0.233683"
"5027","nm7","163","OMEGA1.1","prse",NA
"5028","nm7","163","OMEGA2.1","estimate","0"
"5029","nm7","163","OMEGA2.1","prse",NA
"5030","nm7","163","OMEGA2.2","estimate","0.109854"
"5031","nm7","163","OMEGA2.2","prse",NA
"5032","nm7","163","OMEGA3.1","estimate","0"
"5033","nm7","163","OMEGA3.1","prse",NA
"5034","nm7","163","OMEGA3.2","estimate","0"
"5035","nm7","163","OMEGA3.2","prse",NA
"5036","nm7","163","OMEGA3.3","estimate","0.0987964"
"5037","nm7","163","OMEGA3.3","prse",NA
"5038","nm7","163","SIGMA1.1","estimate","0.0707956"
"5039","nm7","163","SIGMA1.1","prse",NA
"5040","nm7","163","THETA1","estimate","7.77922"
"5041","nm7","163","THETA1","prse",NA
"5042","nm7","163","THETA2","estimate","18.3611"
"5043","nm7","163","THETA2","prse",NA
"5044","nm7","163","THETA3","estimate","0.0653222"
"5045","nm7","163","THETA3","prse",NA
"5046","nm7","163","THETA4","estimate","3.20252"
"5047","nm7","163","THETA4","prse",NA
"5048","nm7","163","THETA5","estimate","85.9095"
"5049","nm7","163","THETA5","prse",NA
"5050","nm7","163","THETA6","estimate","1.35638"
"5051","nm7","163","THETA6","prse",NA
"5052","nm7","163","THETA7","estimate","1.10322"
"5053","nm7","163","THETA7","prse",NA
"5054","nm7","164","prob","text","164 phase1 2 CMT like 1004 but diff. initial on V3"
"5055","nm7","164","min","status","0"
"5056","nm7","164","ofv","estimate","2115.78582566458"
"5057","nm7","164","OMEGA1.1","estimate","0.184593"
"5058","nm7","164","OMEGA1.1","prse",NA
"5059","nm7","164","OMEGA2.1","estimate","0"
"5060","nm7","164","OMEGA2.1","prse",NA
"5061","nm7","164","OMEGA2.2","estimate","0.179516"
"5062","nm7","164","OMEGA2.2","prse",NA
"5063","nm7","164","OMEGA3.1","estimate","0"
"5064","nm7","164","OMEGA3.1","prse",NA
"5065","nm7","164","OMEGA3.2","estimate","0"
"5066","nm7","164","OMEGA3.2","prse",NA
"5067","nm7","164","OMEGA3.3","estimate","0.10551"
"5068","nm7","164","OMEGA3.3","prse",NA
"5069","nm7","164","SIGMA1.1","estimate","0.0736097"
"5070","nm7","164","SIGMA1.1","prse",NA
"5071","nm7","164","THETA1","estimate","8.82976"
"5072","nm7","164","THETA1","prse",NA
"5073","nm7","164","THETA2","estimate","24.4734"
"5074","nm7","164","THETA2","prse",NA
"5075","nm7","164","THETA3","estimate","0.0682815"
"5076","nm7","164","THETA3","prse",NA
"5077","nm7","164","THETA4","estimate","4.78074"
"5078","nm7","164","THETA4","prse",NA
"5079","nm7","164","THETA5","estimate","138.257"
"5080","nm7","164","THETA5","prse",NA
"5081","nm7","164","THETA6","estimate","0.930436"
"5082","nm7","164","THETA6","prse",NA
"5083","nm7","164","THETA7","estimate","2.0527"
"5084","nm7","164","THETA7","prse",NA
"5085","nm7","165","prob","text","165 phase1 2 CMT like 1004 but diff. initial on V3"
"5086","nm7","165","min","status","0"
"5087","nm7","165","ofv","estimate","2542.09119032803"
"5088","nm7","165","OMEGA1.1","estimate","0.186622"
"5089","nm7","165","OMEGA1.1","prse",NA
"5090","nm7","165","OMEGA2.1","estimate","0"
"5091","nm7","165","OMEGA2.1","prse",NA
"5092","nm7","165","OMEGA2.2","estimate","0.120002"
"5093","nm7","165","OMEGA2.2","prse",NA
"5094","nm7","165","OMEGA3.1","estimate","0"
"5095","nm7","165","OMEGA3.1","prse",NA
"5096","nm7","165","OMEGA3.2","estimate","0"
"5097","nm7","165","OMEGA3.2","prse",NA
"5098","nm7","165","OMEGA3.3","estimate","0.0969312"
"5099","nm7","165","OMEGA3.3","prse",NA
"5100","nm7","165","SIGMA1.1","estimate","0.0547057"
"5101","nm7","165","SIGMA1.1","prse",NA
"5102","nm7","165","THETA1","estimate","8.25921"
"5103","nm7","165","THETA1","prse",NA
"5104","nm7","165","THETA2","estimate","23.759"
"5105","nm7","165","THETA2","prse",NA
"5106","nm7","165","THETA3","estimate","0.0802651"
"5107","nm7","165","THETA3","prse",NA
"5108","nm7","165","THETA4","estimate","4.50523"
"5109","nm7","165","THETA4","prse",NA
"5110","nm7","165","THETA5","estimate","94.8057"
"5111","nm7","165","THETA5","prse",NA
"5112","nm7","165","THETA6","estimate","1.004"
"5113","nm7","165","THETA6","prse",NA
"5114","nm7","165","THETA7","estimate","2.0572"
"5115","nm7","165","THETA7","prse",NA
"5116","nm7","166","prob","text","166 phase1 2 CMT like 1004 but diff. initial on V3"
"5117","nm7","166","min","status","0"
"5118","nm7","166","ofv","estimate","2940.04762940189"
"5119","nm7","166","OMEGA1.1","estimate","0.250835"
"5120","nm7","166","OMEGA1.1","prse",NA
"5121","nm7","166","OMEGA2.1","estimate","0"
"5122","nm7","166","OMEGA2.1","prse",NA
"5123","nm7","166","OMEGA2.2","estimate","0.075483"
"5124","nm7","166","OMEGA2.2","prse",NA
"5125","nm7","166","OMEGA3.1","estimate","0"
"5126","nm7","166","OMEGA3.1","prse",NA
"5127","nm7","166","OMEGA3.2","estimate","0"
"5128","nm7","166","OMEGA3.2","prse",NA
"5129","nm7","166","OMEGA3.3","estimate","0.078894"
"5130","nm7","166","OMEGA3.3","prse",NA
"5131","nm7","166","SIGMA1.1","estimate","0.0512909"
"5132","nm7","166","SIGMA1.1","prse",NA
"5133","nm7","166","THETA1","estimate","7.6184"
"5134","nm7","166","THETA1","prse",NA
"5135","nm7","166","THETA2","estimate","22.6343"
"5136","nm7","166","THETA2","prse",NA
"5137","nm7","166","THETA3","estimate","0.0683195"
"5138","nm7","166","THETA3","prse",NA
"5139","nm7","166","THETA4","estimate","3.42992"
"5140","nm7","166","THETA4","prse",NA
"5141","nm7","166","THETA5","estimate","121"
"5142","nm7","166","THETA5","prse",NA
"5143","nm7","166","THETA6","estimate","1.37937"
"5144","nm7","166","THETA6","prse",NA
"5145","nm7","166","THETA7","estimate","1.62073"
"5146","nm7","166","THETA7","prse",NA
"5147","nm7","167","prob","text","167 phase1 2 CMT like 1004 but diff. initial on V3"
"5148","nm7","167","min","status","0"
"5149","nm7","167","ofv","estimate","2611.71403282811"
"5150","nm7","167","OMEGA1.1","estimate","0.228618"
"5151","nm7","167","OMEGA1.1","prse",NA
"5152","nm7","167","OMEGA2.1","estimate","0"
"5153","nm7","167","OMEGA2.1","prse",NA
"5154","nm7","167","OMEGA2.2","estimate","0.170242"
"5155","nm7","167","OMEGA2.2","prse",NA
"5156","nm7","167","OMEGA3.1","estimate","0"
"5157","nm7","167","OMEGA3.1","prse",NA
"5158","nm7","167","OMEGA3.2","estimate","0"
"5159","nm7","167","OMEGA3.2","prse",NA
"5160","nm7","167","OMEGA3.3","estimate","0.0998753"
"5161","nm7","167","OMEGA3.3","prse",NA
"5162","nm7","167","SIGMA1.1","estimate","0.0661791"
"5163","nm7","167","SIGMA1.1","prse",NA
"5164","nm7","167","THETA1","estimate","7.07784"
"5165","nm7","167","THETA1","prse",NA
"5166","nm7","167","THETA2","estimate","22.7105"
"5167","nm7","167","THETA2","prse",NA
"5168","nm7","167","THETA3","estimate","0.069334"
"5169","nm7","167","THETA3","prse",NA
"5170","nm7","167","THETA4","estimate","3.86264"
"5171","nm7","167","THETA4","prse",NA
"5172","nm7","167","THETA5","estimate","110.619"
"5173","nm7","167","THETA5","prse",NA
"5174","nm7","167","THETA6","estimate","1.06151"
"5175","nm7","167","THETA6","prse",NA
"5176","nm7","167","THETA7","estimate","2.69381"
"5177","nm7","167","THETA7","prse",NA
"5178","nm7","168","prob","text","168 phase1 2 CMT like 1004 but diff. initial on V3"
"5179","nm7","168","min","status","0"
"5180","nm7","168","ofv","estimate","2569.63970269553"
"5181","nm7","168","OMEGA1.1","estimate","0.17663"
"5182","nm7","168","OMEGA1.1","prse",NA
"5183","nm7","168","OMEGA2.1","estimate","0"
"5184","nm7","168","OMEGA2.1","prse",NA
"5185","nm7","168","OMEGA2.2","estimate","0.115423"
"5186","nm7","168","OMEGA2.2","prse",NA
"5187","nm7","168","OMEGA3.1","estimate","0"
"5188","nm7","168","OMEGA3.1","prse",NA
"5189","nm7","168","OMEGA3.2","estimate","0"
"5190","nm7","168","OMEGA3.2","prse",NA
"5191","nm7","168","OMEGA3.3","estimate","0.0962445"
